ENSG00000005302::ENSG00000197177	MSL3::ADGRA1	299.976	5.14286	72	1;26;	PASS:GF	X:11772156-11772254;10:133087904-133088137;
ENSG00000007237::ENSG00000109956	GAS7::B3GAT1	296.309	16.3333	49	3;2;	PASS:GF	17:9943120-9943235;11:134378509-134380746;
ENSG00000009844::ENSG00000167077	VTA1::MEI1	126.089	1.29032	20	0;30;	PASS:GF	6:142198437-142198614;22:41699513-41699711;
ENSG00000010438::ENSG00000104164	PRSS3::BLOC1S6	50.4356	8	8	0;1;	PASS:GF	9:33796644-33796801;15:45587123-45587524;
ENSG00000011243::ENSG00000164181	AKAP8L::ELOVL7	233.265	1.29825	37	1;55;	PASS:GF	19:15401445-15401602;5:60787332-60787430;
ENSG00000012061::ENSG00000061492	ERCC1::WNT8A	17.818	6	6	1;0;	PASS:GF	19:45420324-45420426;5:138086150-138086282;
ENSG00000013275::ENSG00000077232	PSMC4::DNAJC10	33.6678	6	6	0;1;	PASS:GF	19:39971005-39971237;2:182736251-182736385;
ENSG00000013293::ENSG00000080572	SLC7A14::DNAAF6	193.552	4.35294	74	32;1;	PASS:GF	3:170501108-170501344;X:107216676-107216742;
ENSG00000020256::ENSG00000147164	ZFP64::SNX12	81.9578	13	13	1;0;	PASS:GF	20:52151277-52153427;X:71061842-71061966;
ENSG00000035403::ENSG00000047578	VCL::KATNIP	19.0977	5	5	0;1;	PASS:GF	10:73998115-73998374;16:27777614-27777769;
ENSG00000035499::ENSG00000178922	DEPDC1B::HYI	290.005	3.26667	49	1;28;	PASS:GF	5:60597628-60597913;1:43451798-43451846;
ENSG00000047578::ENSG00000073910	KATNIP::FRY	20.2658	6.66667	10	1;1;	PASS:GF	16:27761418-27761589;13:32289628-32289742;
ENSG00000047578::ENSG00000142949	KATNIP::PTPRF	12.4931	12	12	1;0;	PASS:GF	16:27573899-27573955;1:43590973-43591552;
ENSG00000047579::ENSG00000166831	DTNBP1::RBPMS2	56.74	6	9	1;1;	PASS:GF	6:15522803-15523218;15:64749430-64749492;
ENSG00000047648::ENSG00000239810	ARHGAP6::PRAMEF11	50.4356	16	8	0;0;	PASS:GF	X:11137543-11139529;1:12828494-12828804;
ENSG00000048544::ENSG00000134258	MRPS10::VTCN1	489.616	8.81818	97	5;16;	PASS:GF	6:42208857-42208946;1:117143586-117145224;
ENSG00000049249::ENSG00000198183	TNFRSF9::BPIFA1	69.3489	0.764706	13	0;33;	PASS:GF	1:7921799-7922020;20:33235994-33236049;
ENSG00000051382::ENSG00000110955	PIK3CB::ATP5F1B	151.307	16.4	41	3;1;	PASS:GF	3:138654019-138655525;12:56642457-56642601;
ENSG00000054796::ENSG00000150722	SPO11::PPP1R1C	498.051	8.31579	79	3;15;	PASS:GF	20:57333188-57333275;2:181985867-181986190;
ENSG00000057593::ENSG00000115761	F7::NOL10	192.616	10.5714	37	4;2;	PASS:GF	13:113105790-113105904;2:10571874-10572189;
ENSG00000063660::ENSG00000120262	GPC1::CCDC170	258.12	5.41176	46	15;1;	PASS:GF	2:240462189-240462581;6:151494029-151494184;
ENSG00000064300::ENSG00000168826	NGFR::ZBTB49	18.9133	12	6	0;0;	PASS:GF	17:49506297-49506657;4:4302731-4303091;
ENSG00000064309::ENSG00000188910	CDON::GJB3	605.227	7.31034	106	28;0;	PASS:GF	11:125983868-125984092;1:34784737-34786368;
ENSG00000065325::ENSG00000160014	GLP2R::CALM3	100.871	1.28571	45	69;0;	PASS:GF	17:9842483-9842615;19:46608479-46608587;
ENSG00000066583::ENSG00000291317	ISOC1::TMEM276	37.8267	3	6	3;0;	PASS:GF	5:129094750-129095074;8:144463816-144464610;
ENSG00000067829::ENSG00000148835	IDH3G::TAF5	201.644	11.8571	83	1;12;	PASS:GF	X:153787050-153787152;10:103379880-103380018;
ENSG00000070366::ENSG00000139330	SMG6::KERA	75.6534	12	12	1;0;	PASS:GF	17:2188398-2188514;12:91050490-91051519;
ENSG00000070610::ENSG00000253368	GBA2::TRNP1	69.3489	22	11	0;0;	PASS:GF	9:35736867-35737603;1:26993706-26994612;
ENSG00000071794::ENSG00000165714	HLTF::BORCS5	31.5222	0.25	5	39;0;	PASS:GF	3:149048034-149048162;12:12435627-12435784;
ENSG00000072042::ENSG00000156795	RDH11::NTAQ1	510.66	7.41667	89	4;19;	PASS:GF	14:67678033-67678422;8:123416812-123416931;
ENSG00000072736::ENSG00000121871	NFATC3::SLITRK3	64.6579	0.607595	24	78;0;	PASS:GF	16:68121985-68123120;3:165190343-165190850;
ENSG00000077235::ENSG00000163472	GTF3C1::TMEM79	334.136	1.86667	56	59;0;	PASS:GF	16:27488552-27488634;1:156286257-156286472;
ENSG00000077549::ENSG00000089876	CAPZB::DHX32	170.22	5.66667	34	11;0;	PASS:GF	1:19345188-19345251;10:125836341-125836854;
ENSG00000077585::ENSG00000105137	GPR137B::SYDE1	145.002	0.541176	23	0;84;	PASS:GF	1:236179877-236180187;19:15107404-15107520;
ENSG00000078246::ENSG00000162399	TULP3::BSND	31.5222	10	5	0;0;	PASS:GF	12:2930256-2930344;1:54998936-54999362;
ENSG00000079134::ENSG00000147144	THOC1::CCDC120	371.962	7.61905	80	19;1;	PASS:GF	18:218884-218968;X:49064369-49064663;
ENSG00000079841::ENSG00000205097	RIMS1::FRG2	208.047	4.44444	40	17;0;	PASS:GF	6:71887023-71887186;4:190024367-190026065;
ENSG00000080572::ENSG00000124003	DNAAF6::MOGAT1	197.348	7.8	78	1;18;	PASS:GF	X:107238932-107239008;2:222671785-222671878;
ENSG00000081870::ENSG00000133433	IFT25::GSTT2B	96.9868	1.28571	18	0;27;	PASS:GF	1:53916573-53917117;22:23958326-23958457;
ENSG00000082512::ENSG00000240972	TRAF5::MIF	680.88	216	108	0;0;	PASS:GF	1:211372125-211374945;22:23894003-23894579;
ENSG00000084070::ENSG00000204371	SMAP2::EHMT2	208.047	8	44	5;5;	PASS:GF	1:40396834-40396889;6:31879758-31880263;
ENSG00000086666::ENSG00000187033	ZFAND6::SAMD7	58.9898	6.66667	10	0;2;	PASS:GF	15:80120323-80120497;3:169911573-169911820;
ENSG00000087250::ENSG00000129195	MT3::PIMREG	151.307	6	24	0;7;	PASS:GF	16:56589073-56589188;17:6449318-6449406;
ENSG00000088726::ENSG00000187942	TMEM40::LDLRAD2	416.467	24.8571	87	6;0;	PASS:GF	3:12735553-12735616;1:21821446-21821610;
ENSG00000090487::ENSG00000134602	SPG21::STK26	264.787	1.37705	42	2;58;	PASS:GF	15:64974630-64974746;X:132023304-132023406;
ENSG00000091732::ENSG00000165197	ZC3HC1::VEGFD	176.525	11.2	28	0;4;	PASS:GF	7:130051220-130051373;X:15345592-15346258;
ENSG00000095203::ENSG00000179965	EPB41L4B::ZNF771	44.8904	3	9	5;0;	PASS:GF	9:109203662-109203729;16:30408051-30408193;
ENSG00000095917::ENSG00000179046	TPSD1::TRIML2	44.1311	22	11	0;0;	PASS:GF	16:1256300-1256361;4:188091337-188091940;
ENSG00000099139::ENSG00000137166	PCSK5::FOXP4	447.616	4.90909	81	29;3;	PASS:GF	9:75890643-75891372;6:41584770-41584890;
ENSG00000099715::ENSG00000179363	PCDH11Y::TMEM31	16.9	0.137931	6	86;0;	PASS:GF	Y:5056823-5057458;X:103713595-103714025;
ENSG00000100122::ENSG00000172058	CRYBB1::SERF1A	61.0195	2.125	17	15;0;	PASS:GF	22:26607885-26608020;5:70901827-70901932;
ENSG00000100122::ENSG00000205572	CRYBB1::SERF1B	31.6246	1.125	9	15;0;	PASS:GF	22:26607885-26608020;5:70032312-70032952;
