ENSG00000042286::ENSG00000156521	AIFM2::TYSND1	26.7596	0.0333333	3	75;104;	PASS:RT	10:70113991-70114328;10:70146532-70146647;
ENSG00000062716::ENSG00000108443	VMP1::RPS6KB1	1328.9	0.393162	230	767;402;	PASS:GF	17:59839765-59840585;17:59893133-59893324;
ENSG00000075461::ENSG00000108878	CACNG4::CACNG1	22.6008	0.0289855	3	206;0;	PASS:RT	17:67024903-67024999;17:67053995-67054069;
ENSG00000086712::ENSG00000169895	TXLNG::SYAP1	130.847	0.175824	16	19;162;	PASS:GF	X:16786482-16786588;X:16735224-16735344;
ENSG00000087152::ENSG00000161682	ATXN7L3::FAM171A2	120.595	1.36842	13	7;11;	PASS:GF	17:44198016-44198129;17:44353214-44355190;
ENSG00000090060::ENSG00000140057	PAPOLA::AK7	109.498	0.0756757	14	348;21;	PASS:GF	14:96502430-96502600;14:96437834-96437914;
ENSG00000091844::ENSG00000177565	RGS17::TBL1XR1	60.7431	0.592593	8	5;21;	PASS:GF	6:153010804-153011761;3:177197120-177197459;
ENSG00000099331::ENSG00000130475	MYO9B::FCHO1	75.4457	0.339623	9	29;23;	PASS:GF	19:17075788-17075873;19:17770422-17770576;
ENSG00000104897::ENSG00000104899	SF3A2::AMH	57.6782	0.177215	7	74;4;	PASS:RT	19:2236857-2236900;19:2250336-2250478;
ENSG00000108443::ENSG00000139734	RPS6KB1::DIAPH3	135.335	0.14321	29	402;2;	PASS:GF	17:59893140-59893324;13:59665593-59666846;
ENSG00000110218::ENSG00000181333	PANX1::HEPHL1	60.7431	0.521739	6	22;0;	PASS:GF	11:94129328-94129417;11:94067200-94067742;
ENSG00000117151::ENSG00000174021	CTBS::GNG5	30.9038	0.0315789	6	28;351;	PASS:RT	1:84563256-84563417;1:84498324-84498547;
ENSG00000118640::ENSG00000168899	VAMP8::VAMP5	114.491	0.0762712	18	466;5;	PASS:RT	2:85577592-85577648;2:85591724-85591861;
ENSG00000124198::ENSG00000196562	ARFGEF2::SULF2	962.938	0.347357	161	31;895;	PASS:GF	20:48921738-48922011;20:47657670-47658391;
ENSG00000124243::ENSG00000141376	BCAS4::BCAS3	3853.98	1.27479	617	78;889;	PASS:GF	20:50795042-50795175;17:61368324-61368493;
ENSG00000124657::ENSG00000274641	OR2B6::H2BC17	0	20	10	0;0;	PASS:GF	6:27957998-27958321;6:27893444-27893980;
ENSG00000139865::ENSG00000151338	TTC6::MIPOL1	16.0008	0.842105	8	3;15;	PASS:GF	14:37595643-37596007;14:37564216-37564361;
ENSG00000143552::ENSG00000143614	NUP210L::GATAD2B	273.344	2.25	27	19;4;	PASS:GF	1:153992696-153992934;1:153922730-153922931;
ENSG00000164035::ENSG00000173473	EMCN::SMARCC1	56.5842	0.181818	6	0;65;	PASS:GF	4:100577035-100577147;3:47738028-47738109;
ENSG00000167434::ENSG00000170921	CA4::TANC2	135.394	1.6	24	4;25;	PASS:GF	17:60155311-60155366;17:62966269-62966748;
ENSG00000173933::ENSG00000239306	RBM4::RBM14	48.7885	0.0299786	7	405;61;	PASS:RT	11:66639699-66641188;11:66616654-66617056;
ENSG00000182685::ENSG00000184207	BRICD5::PGP	53.5193	0.0648649	6	10;174;	PASS:RT	16:2209265-2209455;16:2210782-2214052;
ENSG00000182809::ENSG00000213145	CRIP2::CRIP1	87.3756	0.0634006	11	342;4;	PASS:RT	14:105474835-105474904;14:105488165-105488259;
ENSG00000198929::ENSG00000239887	NOS1AP::C1orf226	68.8532	5.5	11	2;1;	PASS:GF	1:162154404-162154475;1:162381890-162382217;
