ENSG00000000457::ENSG00000145863	SCYL3::GABRA6	241.416	10.8571	76	3;10;	PASS:GF	1:169854510-169854963;5:161685556-161686026;
ENSG00000001561::ENSG00000132153	ENPP4::DHX30	50.951	20	10	0;0;	PASS:GF	6:46139550-46140408;3:47802909-47803211;
ENSG00000003509::ENSG00000165410	NDUFAF7::CFL2	244.714	5.77778	78	0;26;	PASS:GF	2:37248254-37248425;14:34713059-34713135;
ENSG00000004948::ENSG00000021762	CALCR::OSBPL5	69.8981	7.33333	11	0;2;	PASS:GF	7:93426322-93426588;11:3107769-3107944;
ENSG00000005448::ENSG00000151327	WDR54::FAM177A1	348.037	3.94118	67	32;1;	PASS:GF	2:74421728-74421815;14:35050781-35050867;
ENSG00000005961::ENSG00000124721	ITGA2B::DNAH8	38.1262	5.33333	8	2;0;	PASS:GF	17:44385163-44385208;6:38722772-38723198;
ENSG00000006015::ENSG00000184672	REX1BD::RALYL	532.155	38.4	96	4;0;	PASS:GF	19:18588724-18588899;8:84849981-84850026;
ENSG00000006194::ENSG00000134030	ZNF263::CTIF	76.2524	8	12	0;2;	PASS:GF	16:3285677-3285753;18:48539209-48539311;
ENSG00000011275::ENSG00000100253	RNF216::MIOX	260.529	5.6	42	14;0;	PASS:GF	7:5716715-5716765;22:50487883-50488047;
ENSG00000013016::ENSG00000160606	EHD3::TLCD1	126.69	76	38	0;0;	PASS:GF	2:31234013-31234848;17:28724347-28724894;
ENSG00000015568::ENSG00000048140	RGPD5::TSPAN17	83.8654	9.6	24	0;4;	PASS:GF	2:109808168-109808403;5:176647466-176647701;
ENSG00000017427::ENSG00000119614	IGF1::VSX2	69.8981	26	13	0;0;	PASS:GF	12:102475641-102475798;14:74245165-74245287;
ENSG00000023839::ENSG00000142409	ABCC2::ZNF787	50.835	16	8	0;0;	PASS:GF	10:99782731-99782876;19:56087365-56089091;
ENSG00000024048::ENSG00000152382	UBR2::TADA1	549.139	20	100	7;2;	PASS:GF	6:42564061-42564396;1:166856509-166857718;
